threshold,precision,recall,f1,f05,tp,fp,fn,eligible_recall_070
0.003593641798943281,0.01713979646491698,1.0,0.03370194839389152,0.021333333333333333,32,1835,0,True
0.003593594068661332,0.017130620985010708,1.0,0.03368421052631579,0.021321961620469083,32,1836,0,True
0.0035934792831540108,0.017121455323702513,1.0,0.033666491320357705,0.021310602024507193,32,1837,0,True
0.003593261120840907,0.017112299465240642,1.0,0.033648790746582544,0.021299254526091587,32,1838,0,True
0.0035928275901824236,0.017103153393907,1.0,0.033631108775617445,0.021287919105907396,32,1839,0,True
0.0035919465590268373,0.017094017094017096,1.0,0.03361344537815126,0.02127659574468085,32,1840,0,True
0.0035915167536586523,0.017084890549919914,1.0,0.03359580052493438,0.02126528442317916,32,1841,0,True
0.0035901106894016266,0.017075773745997867,1.0,0.033578174186778595,0.021253985122210415,32,1842,0,True
0.0035899027716368437,0.017066666666666667,1.0,0.033560566334556896,0.021242697822623474,32,1843,0,True
0.0035898652859032154,0.017057569296375266,1.0,0.033542976939203356,0.021231422505307854,32,1844,0,True
0.0035896876361221075,0.017048481619605753,1.0,0.03352540597171294,0.021220159151193633,32,1845,0,True
0.0035876180045306683,0.01703940362087327,1.0,0.033507853403141365,0.021208907741251327,32,1846,0,True
0.0035873893648386,0.017030335284725917,1.0,0.03349031920460492,0.021197668256491786,32,1847,0,True
0.003585886675864458,0.01702127659574468,1.0,0.03347280334728033,0.0211864406779661,32,1848,0,True
0.0035850873682647943,0.01701222753854333,1.0,0.0334553058024046,0.021175224986765485,32,1849,0,True
0.003583907149732113,0.01700318809776833,1.0,0.03343782654127482,0.021164021164021163,32,1850,0,True
0.0035794673021882772,0.016994158258098777,1.0,0.03342036553524804,0.021152829190904283,32,1851,0,True
0.003578134346753359,0.016985138004246284,1.0,0.033402922755741124,0.021141649048625793,32,1852,0,True
0.0035773422569036484,0.016976127320954906,1.0,0.03338549817423057,0.021130480718436345,32,1853,0,True
0.0035772351548075676,0.016967126193001062,1.0,0.03336809176225235,0.021119324181626188,32,1854,0,True
0.0035764090716838837,0.01695813460519343,1.0,0.03335070349140177,0.021108179419525065,32,1855,0,True
0.0035748120862990618,0.01694915254237288,1.0,0.03333333333333333,0.02109704641350211,32,1856,0,True
0.003574567614123225,0.01694017998941239,1.0,0.03331598125976054,0.021085925144965736,32,1857,0,True
0.003574325004592538,0.016931216931216932,1.0,0.03329864724245578,0.02107481559536354,32,1858,0,True
0.0035736248828470707,0.016922263352723427,1.0,0.033281331253250133,0.021063717746182202,32,1859,0,True
0.0035732754040509462,0.016913319238900635,1.0,0.033264033264033266,0.021052631578947368,32,1860,0,True
0.0035694611724466085,0.016904384574749076,1.0,0.03324675324675325,0.021041557075223566,32,1861,0,True
0.003568829968571663,0.01689545934530095,1.0,0.033229491173416406,0.02103049421661409,32,1862,0,True
0.0035687568597495556,0.016886543535620052,1.0,0.03321224701608718,0.021019442984760904,32,1863,0,True
0.003568176878616214,0.016877637130801686,1.0,0.03319502074688797,0.02100840336134454,32,1864,0,True
